Pclass,Age,SibSp,Parch,Fare,Fare_scaled
3,27.0,0,0,7.2971623650662085,2.698713934001015
2,27.268985230303525,0,0,17.46526132981598,4.1703585475573055
2,1.6720220756328945,0,1,13.482714537431821,3.6034510901908354
1,24.11806060128215,0,0,60.80073637456709,7.794534444279181
2,32.018610039137066,0,0,14.359401903839286,3.786560179114841
3,26.68842628145262,0,0,6.581316802474178,2.357124122300642
3,44.93001683481083,0,0,8.041252104351354,2.8357045463323893
1,25.422496785097263,1,0,55.55142945670284,7.453235713984439
3,24.62675615284608,0,0,7.106873249773519,2.6658414383590485
1,51.946277798111396,1,0,60.944896342385825,7.766322669809978
2,2.164352999579938,1,1,17.225751179491304,4.142827156732186
1,51.25416364906974,0,0,27.553946413825468,5.246712632739088
2,2.704709411581061,1,1,26.0,5.0990195135927845
3,4.935304585431603,0,1,17.391797284603527,4.162616476049824
3,32.0,0,0,56.4958,7.516368804150047
1,14.688775948934778,1,1,115.90136005673914,10.753943201724304
3,20.29108900308988,0,0,7.394131029150726,2.7188096040788015
3,32.0,0,0,56.4958,7.516368804150047
3,30.80769724301966,0,0,7.81947652154717,2.796305964917543
2,32.25934256933883,0,0,13.0,3.605551275463989
3,27.0,0,0,8.017854558013317,2.8308130946673082
3,31.505318882646026,0,0,7.61139606929105,2.7583180674214227
3,32.0,0,0,7.919223132027663,2.81410931366774
2,30.99858268971898,0,0,13.01164416481782,3.6071017348988703
2,2.1329939868303223,1,1,17.168551263531704,4.1357984247873985
2,26.971369767560212,0,0,56.593752927360775,7.522870304614641
3,29.122489750661885,0,0,7.885456814301411,2.8080975836272457
3,10.190351481641665,1,0,14.051661897689543,3.7356750578695066
3,0.5509828100816441,0,1,8.891539295223179,2.97261732907336
2,33.628857631299134,0,0,13.0,3.605551275463989
1,1.9440299010769704,1,1,149.8501876911735,12.232582217591043
3,22.842270208984882,0,0,7.18991944579578,2.681391536920707
3,27.0,0,0,8.175825522419776,2.8583566808451177
3,30.910346570272857,0,0,7.696795784938399,2.773675036740226
2,31.80080490046701,0,0,14.508834739385247,3.8064576602462266
1,58.139500599267066,1,0,78.8169231733891,8.87774512589796
1,36.072636446757876,0,0,26.471258902667675,5.144701023982711
2,3.1610664979306367,1,1,17.52320480521172,4.17011276644644
1,32.51011545779188,1,2,120.0,10.954451150103322
2,7.248240476388951,0,1,21.895126198824354,4.672737180714296
1,28.155338937717694,0,0,26.528640896063816,5.150585739436688
1,25.606531029346446,0,0,86.72733986443926,9.305775549305952
1,46.629175728033445,0,0,28.23754027543409,5.310239269733541
1,28.890661841786347,0,0,27.578951411657528,5.2497177609964325
1,26.893440958336527,1,0,96.05736611525991,9.786403461899353
1,31.27154291581974,0,0,56.86308806184368,7.540747080216486
3,3.2084890176553813,0,1,16.060710284442692,4.006347694396505
1,28.256409030317627,1,0,56.28744369865733,7.502317227446315
1,39.73774617486821,1,0,89.85848427059574,9.47935579441702
2,30.77977942518672,0,0,13.694847220679423,3.7003619201558164
2,5.468123430340071,0,1,19.480153181475604,4.412531694439794
1,27.699512210767192,0,0,27.736926767469583,5.263853087941687
3,20.276706184835604,0,0,7.828152835307539,2.7975389116715084
2,30.76293127072041,0,0,14.947680330726737,3.8648914163976555
1,30.72664459161148,0,0,29.724370506308674,5.451991700471093
3,29.714595104179953,0,0,9.5,3.082207001484488
1,59.50718979878549,1,0,79.09853037956994,8.89369211408999
1,49.59528360577918,0,0,28.12534256070694,5.300237450368461
1,44.60112442548445,0,0,26.401299193614946,5.138203874881156
1,48.76787207100266,0,0,26.55,5.152669211195301
1,31.020652656319868,1,0,90.58375045849034,9.517442736393743
3,3.18433367433137,1,1,15.021336674564658,3.8675122916620395
1,27.301384803651555,0,0,30.43530162670624,5.516784071012541
3,30.72664459161148,0,0,7.90526399716579,2.811449739840486
1,41.11500099234634,1,0,85.86614448307702,9.26027508150082
1,2.9614313304362017,1,2,149.7139920617086,12.23164745294957
2,3.5087176342411173,0,1,18.900495633462995,4.347111871083313
3,24.442352229731103,0,0,7.421841667088708,2.72369674213425
2,41.28063792252779,0,0,11.783079152276178,3.4160200800639577
1,30.376812202833257,0,0,29.77509863206503,5.456614926866135
3,18.365731994214613,0,0,7.899903589574323,2.8100901862626246
3,4.523088021282322,1,0,11.140387842688376,3.337719550233397
2,30.825525281157567,0,0,14.433428099653396,3.7964170143214946
3,31.384582565499706,0,0,7.803839750023848,2.793519799309845
2,3.0,1,1,21.23594286837379,4.5937715449459855
1,20.716594714379582,0,1,355.1474801533094,18.136748454285094
2,31.65624410369173,1,0,25.257608120545,5.0241879959770515
3,21.95228387230835,0,0,7.252236365686393,2.692906121846158
3,30.881373924449186,0,0,7.859905581574112,2.803520922391692
1,42.475939342927475,0,0,26.329144692506155,5.131184819971559
2,30.72664459161148,0,0,15.079576242690454,3.882795282341587
3,25.974360999850795,0,0,7.031991340441624,2.651748456614092
3,24.275397197440327,0,0,7.126397095728899,2.6695158799844747
3,27.18831397653712,0,0,7.95626233940728,2.8194119662865784
3,43.13152014365223,0,0,8.011073336326088,2.8303654298066645
2,18.85657370035056,0,0,10.515197040921427,3.2426752938011045
2,39.525990809668016,0,0,8.814801119688394,2.95372108596891
2,30.72664459161148,0,0,13.886238952163861,3.726349990448464
2,3.2120035286030233,1,1,11.929980997072732,3.4481689723278692
2,3.1930870229492205,1,1,17.27931407230267,4.1383014311249475
1,45.922174073463594,1,0,52.19192185474775,7.22437466842489
1,54.88858805766427,1,0,83.80222237811651,9.150391745916533
2,32.85358478991869,0,0,13.786538263520882,3.710281472146273
3,30.72664459161148,0,0,7.7737985268950744,2.7881530815246807
1,31.305125610451682,1,0,56.77391209350898,7.534557463587422
3,3.6799176762117147,0,1,16.42410320874653,4.049009796524717
2,31.739106376658285,0,0,56.62734256488889,7.5250997739105445
3,29.015304540290384,0,0,9.5,3.082207001484488
3,24.066563691920518,0,0,7.1838547860932636,2.680115504481509
2,0.5452599709788148,0,1,11.514571937430171,3.3640375873231037
1,30.72664459161148,0,0,30.13150195872005,5.489096577676306
3,29.232853651483925,1,0,21.839688320939207,4.667798677177392
1,35.384148835610084,0,0,26.449160930652354,5.142859775139239
1,34.03171748799136,1,2,121.77021987610811,11.030540498054108
3,29.944251597125167,0,0,9.5,3.082207001484488
1,30.33599466777502,0,0,56.93304170229843,7.545390163768666
2,2.3635964025539886,2,1,27.958875618759613,5.282066779592033
3,16.3981014106352,0,0,8.05,2.8372521918222215
1,43.93698994570211,0,0,26.372243310124468,5.135377372881523
3,30.88337757344423,0,0,8.004993679686512,2.8292623693029753
3,3.8714996467660896,1,1,11.74582263376008,3.420290658050824
1,35.94397911631999,0,0,27.390141413524788,5.231037442081072
1,26.641278951487912,0,0,79.30302352307424,8.900143093113082
3,30.72664459161148,0,0,7.570837871941438,2.7510930136031417
3,26.640853687542535,0,0,7.118658524982985,2.667481945958952
1,38.74257614071106,1,0,52.5542,7.24942756360804
3,37.55320948086278,0,0,7.925,2.8151376520518494
1,45.8218833819634,0,0,26.55,5.152669211195301
1,72.48938081020691,0,0,29.25966753700611,5.407579310635974
1,53.20933650189643,1,0,69.147629920124,8.27695669035509
2,8.766221206138598,0,1,20.455840440149334,4.522647207180804
1,31.513901518990345,0,0,26.209960363614158,5.119500077258992
1,39.98067471066764,0,0,26.321155421488875,5.130412676075404
3,34.40994155233481,0,0,7.925,2.8151376520518494
1,49.54158648386226,0,0,28.07231665281398,5.2952703149317015
1,28.452909351782317,0,0,59.02439580857031,7.680359546512653
1,55.91250516642912,1,0,69.93501171057267,8.32434958621315
3,29.45012679724123,0,0,7.722021027477947,2.7783427637884364
3,20.0,0,0,7.579857139302648,2.7524283560960994
2,2.3071096413080605,1,1,26.0,5.0990195135927845
2,3.4383562311723814,0,1,36.915652835147995,6.075817096971002
1,37.87329630371141,1,0,91.90055544432877,9.579809303919326
1,47.373018773189656,0,0,52.17617388746837,7.223064814049788
3,29.41794603171558,0,0,9.5,3.082207001484488
3,31.958718519941336,0,0,7.833937844700154,2.798844669772702
1,33.80811246700765,0,0,28.595831558182567,5.343882230601921
3,18.117354711540592,0,0,7.942353686465276,2.8181298511679658
2,30.72664459161148,0,0,14.459365891488682,3.8014863429502093
2,40.727773725774256,0,0,10.847817219434779,3.2703562823936894
2,2.2683522447003597,1,1,26.0,5.0990195135927845
2,7.106171894042741,0,1,36.782458729219194,6.064850363830137
1,31.68164020220458,0,0,26.137509047068857,5.112432820488883
3,30.72664459161148,0,0,7.760486399691402,2.785764077962201
3,27.265766785580556,0,0,8.773789841461857,2.961682587428848
2,30.880233890702346,0,0,13.983959782783513,3.7365688067879925
2,13.670178018532381,0,0,11.064732709093505,3.3260237085258364
1,49.32015522009976,1,0,103.36577040351963,10.118617668400516
3,32.0,0,0,56.4958,7.516368804150047
3,29.761763847596022,0,0,9.5,3.082207001484488
1,31.377728886176296,0,0,56.809549095589915,7.53719349970234
1,43.01491210295845,1,0,309.9904997854251,16.717557970261787
2,3.0,1,1,22.350068632452313,4.7119291915831045
1,34.44152765512319,0,0,27.928766188198395,5.281245891903211
3,25.595270349018623,0,0,2.076005342202443,0.7860612013760034
3,29.172638364660916,0,0,9.361270969062915,3.0588143445373057
3,18.106970593494736,0,0,8.006099268429761,2.8293077519012435
2,30.862353007012555,0,0,13.0,3.605551275463989
3,30.72664459161148,0,0,8.060910811132262,2.8390925592989307
3,31.35490519046272,0,0,7.925,2.8151376520518494
3,18.086398229747086,0,0,8.382274631872836,2.8860814013415226
1,36.616150477878485,0,0,27.98837392531185,5.2868404567312
1,30.72664459161148,0,0,30.086016759714113,5.484951177673987
3,28.01394868445639,0,0,9.087091011616113,3.013679161026496
1,37.916128523147854,1,0,52.508043779315585,7.246235687492931
1,34.72488755822456,0,0,26.499562719007837,5.1477493114259865
1,44.03661388851678,1,0,284.197352132505,15.963270901770908
1,29.216893158574035,0,0,26.55,5.152669211195301
2,0.47318197375605725,0,1,9.78951481429847,3.107570238698026
3,3.94619454288169,1,1,11.389774472445847,3.37167769582151
2,33.40574344481677,0,0,13.0,3.605551275463989
3,26.53630684746512,0,0,18.385642419034806,4.285680188646702
3,30.400171022570554,0,0,15.490428386387315,3.9342784088726233
1,32.07725537439677,0,0,26.014163485306074,5.100401089417637
2,31.994819025033895,1,0,25.988810915583404,5.097891677754603
1,34.83238653596795,0,0,26.519270864927456,5.149671740642158
1,54.21478224940219,1,0,82.04001598665711,9.053902129986255
1,42.99492652818512,1,0,89.5932313469138,9.465340776587292
3,30.72664459161148,0,0,7.614442823900991,2.7590543552791176
1,32.094044168077595,0,0,26.017241430814227,5.1007013273189985
3,27.0,0,0,8.136050642170378,2.8489383189204496
1,46.88053036508586,1,0,94.14133153433696,9.686493528471491
3,26.600606115932525,0,0,7.7087188201438215,2.7761601631743407
2,2.5832803705110816,0,1,17.09712519982599,4.102096026672253
1,27.573908524953058,0,0,28.23306132643542,5.310327870687788
1,34.82627544462206,0,0,26.3459263096124,5.132817304295204
1,34.41339359218299,0,0,27.958394873232287,5.284027976590091
3,20.45948454388388,0,0,7.823279805788943,2.7969775122299256
1,26.026233751844178,0,0,55.596236142545564,7.456246721978459
1,43.1865663616935,1,0,127.00690220265116,11.265659334104797
1,39.031964941518865,1,1,112.79423211998628,10.601122504612334
3,1.9197679764450983,0,1,12.808652287010503,3.539836511251882
3,19.72627704397801,0,0,7.341535901151426,2.709045889372182
3,26.64107990591525,0,0,6.9949439932279756,2.644776043749098
1,38.8165740315896,0,0,29.94675088811475,5.469517486468866
1,49.092306293651454,1,0,93.21605769573893,9.635302881623488
1,26.408111261178714,0,0,30.20405563058936,5.495776245306269
1,27.649781753299685,0,0,33.74890876649843,5.805665098551746
1,29.8327247823328,0,0,62.757351556099934,7.902843586561946
1,32.70166313239473,0,0,83.60789373612582,9.136510585484999
1,48.73207445926647,0,0,26.55,5.152669211195301
2,47.898312714066805,0,0,12.26271091074165,3.4978537104492693
2,6.216647812734836,0,1,34.82238780316527,5.893788335713312
1,25.3302525290191,0,0,55.78981919083903,7.469184787286531
3,27.86890368897654,0,0,8.536192833376912,2.9181352522862056
2,39.97054260901489,0,0,13.0,3.605551275463989
2,32.053015033867744,0,0,13.0,3.605551275463989
2,26.42852697479499,0,0,65.16635769181694,8.04909285450683
3,24.44584316546401,0,0,17.998558185561713,4.239425064599101
1,30.72664459161148,0,0,27.283336212708,5.221835952358831
1,49.17720964812331,1,0,96.99814554337121,9.815400489731065
2,33.16271384385261,0,0,13.220617445886406,3.6356541263529976
1,23.956881718709273,0,0,61.16943306845254,7.818357967542856
2,2.52498705741506,3,2,32.721502597308415,5.716613002619652
1,31.23627057681097,0,0,30.02017831429762,5.478950836953338
1,49.56685532735932,0,0,26.55,5.152669211195301
2,7.585543391533228,1,1,35.85891829179644,5.98234036093499
3,30.72664459161148,0,0,7.517584412204017,2.7413700585408196
1,30.67236581088523,1,0,90.6083063705302,9.518798002789111
3,30.72664459161148,0,0,7.337208771881208,2.7084372828330316
2,32.35358929993167,0,0,56.396445826585456,7.50962262410195
2,30.8786315760157,0,0,13.997123884216483,3.7383216508594925
2,1.5302294625623565,1,2,29.77041375201273,5.455281336302806
